,Time of Observation,Delta R.A. [as] (0.01as error),Delta Dec. [as] (0.01as error),vz [km/s] (10km/s error)
98,2011-05-05 13:57:58.571,0.046898853931805276,0.1709649192107548,-22.850525908410336
99,2011-08-16 17:14:49.718,0.03201383593610986,0.15931956172685674,24.27609556809043
100,2012-06-28 10:24:52.531,0.057258152647902044,0.15433243945051814,147.3299148728671
101,2012-08-01 04:12:42.964,0.05414588700656784,0.17070502962249515,201.0415803231554
102,2012-09-30 14:19:58.851,0.047889338614737785,0.15305086770879855,200.39489979217774
103,2012-07-03 14:09:30.043,0.07985574575421431,0.1354716652927342,167.2913338135583
104,2012-10-04 09:37:24.258,0.052117562004865815,0.15534532576229385,215.59123317272952
105,2012-08-17 09:20:01.373,0.065505283031457,0.1570146446901716,203.3132869481852
106,2012-05-07 02:29:16.955,0.05941780595324701,0.165039163257516,153.32744898739293
107,2012-10-07 22:04:52.319,0.055918077643338074,0.15294426485873627,235.60645738420197
108,2012-08-28 18:13:32.253,0.049235652420292084,0.15055152739202105,197.3628362219224
109,2012-10-19 08:22:57.168,0.05104548814232623,0.15877725295234354,203.76030850956806
110,2013-06-03 00:51:47.925,0.05693731590527993,0.14509120943534895,329.5380255147869
111,2013-05-28 03:00:07.980,0.05564980748679794,0.13281510975759614,326.4436452887109
112,2013-10-08 16:23:12.040,0.05633757354032735,0.13876383144400956,381.886528302097
113,2013-08-30 02:17:54.469,0.05721092091058225,0.1359386549108477,340.55229723203126
114,2013-05-16 04:21:15.466,0.056843139051371505,0.14794984349388676,313.5503812275343
115,2013-09-08 22:36:50.100,0.05775350520147896,0.13472483888652148,394.70920961305114
116,2013-09-08 16:13:10.160,0.05684033640046616,0.1405361509502251,371.0993826599628
117,2013-10-07 01:49:10.806,0.08523371408905424,0.13285524447731553,378.0168388730851
118,2013-09-01 13:33:36.603,0.07296128079214757,0.139906177658391,376.3677195634764
119,2013-05-25 23:09:44.166,0.051044217025743334,0.14182162562886202,305.9692736340721
120,2014-05-08 10:30:32.354,0.05894999867150945,0.1208930456780823,514.6056537441415
121,2014-05-09 12:01:11.254,0.06623308875546617,0.12323695457963649,515.0342696553615
122,2014-05-09 20:27:49.767,0.062457851522926655,0.1260379567591613,502.72957487871685
123,2014-06-15 10:31:55.625,0.06666403074477671,0.12271327538943792,527.4978135436517
124,2014-09-26 11:58:07.039,0.06971040218524965,0.12207347573228351,591.9321996606308
125,2014-08-03 13:40:25.165,0.07144447200307466,0.11964587672163438,579.5587807150636
126,2014-08-05 22:03:05.203,0.06891797674388005,0.1205437292700829,568.8353872523167
127,2014-09-23 11:26:51.662,0.06071477323509447,0.12470905868122145,583.9278330183901
128,2014-05-25 22:46:07.646,0.06983119072627006,0.1222243887529665,508.27742232043016
129,2014-06-20 23:23:54.791,0.05578894008609023,0.1229576278038806,535.6850587057505
130,2015-08-11 10:46:31.626,0.06702673247296928,0.08763999963369476,837.6015910319023
131,2015-10-14 21:28:58.685,0.06508852335675712,0.08557601756906681,910.3327954387007
132,2015-08-07 07:07:38.136,0.06229071293426064,0.09919897011837296,837.0221530284499
133,2015-05-08 05:32:28.371,0.07031206805234227,0.09965924024831344,756.5127747535358
134,2015-09-16 12:37:45.612,0.06669145467401641,0.09497620507421826,880.7233117444664
135,2015-06-13 05:11:35.729,0.07258154722142231,0.09001279239517587,791.8947054937032
136,2015-09-17 14:42:39.658,0.060194909576808654,0.08062670029624991,870.0143142249042
137,2015-07-09 05:19:23.223,0.07178003910562966,0.0948403097847627,810.5340144447455
138,2015-09-27 02:07:41.463,0.07009061769791669,0.08000044594951422,870.8159340975994
139,2015-09-07 13:00:04.621,0.0682426486919412,0.1018091063628621,870.6546252129198
140,2016-08-06 02:07:36.137,0.04556239134257303,0.06507166454895079,1245.178673976268
141,2016-05-27 09:55:35.598,0.0647721436222452,0.058901074146185235,1139.8831209487223
142,2016-05-14 12:39:57.294,0.058460173181513746,0.06552902141476412,1128.7373524323086
143,2016-05-24 20:51:55.191,0.05565067509389185,0.062491348990390314,1135.4016803143538
144,2016-05-11 22:34:41.530,0.08262365350299802,0.06869169886007855,1149.1618970712289
145,2016-05-22 12:54:18.670,0.07094805096385204,0.0653090650245129,1133.2569784525203
146,2016-06-11 10:34:13.099,0.0747910310969296,0.06833555153594471,1168.930232379231
147,2016-09-01 11:29:31.125,0.06229642862192732,0.06282086055767999,1284.6904648960851
148,2016-08-06 16:10:29.972,0.06841247233833839,0.05699974486050064,1234.2220959571378
149,2016-05-06 13:17:39.450,0.06977603018856283,0.06125823246715341,1119.4921930102391
150,2017-05-17 04:25:39.207,0.05866994179897908,0.029179370149060163,1829.1457237863706
151,2017-10-14 12:08:12.118,0.044561979750486674,0.0057167688704423195,2472.649020706692
152,2017-08-08 11:37:03.437,0.04926275120435943,0.02138032825747609,2134.2184396593475
153,2017-06-08 05:35:25.506,0.04408958480927359,0.022838270241024132,1909.9570791652725
154,2017-06-16 11:10:18.553,0.0570031212693605,0.02670224152741814,1937.7279093998268
155,2017-09-06 23:43:14.382,0.05016672860609118,0.013375423087179358,2262.4104714572486
156,2017-06-06 21:54:09.493,0.06010343844028176,0.02282069564614504,1892.682565887963
157,2017-08-10 17:02:38.160,0.048865694158472875,0.013113584830718204,2135.2851639521823
158,2017-10-14 23:11:33.173,0.053205503185520996,0.01004291299751495,2464.3018966941518
159,2017-09-24 06:46:52.819,0.044275227901375266,0.02198277071465425,2337.826481744932
160,2018-06-14 08:53:25.909,-0.02461874951144679,0.007358423667611941,-1042.689944854127
161,2018-07-27 00:05:39.986,-0.02194365058041146,0.01629846767864059,-1738.10338655076
162,2018-08-17 04:34:24.826,-0.03161736056222051,0.02655172967641577,-1809.944460053927
163,2018-09-21 06:51:41.158,-0.03871942672372354,0.03265341527899197,-1862.12384496519
164,2018-05-31 10:12:23.774,-0.01357321370007774,-0.008108982105723849,-419.6879503330682
165,2018-05-08 05:15:16.791,-0.0012384649004582911,-0.007641952593478258,1547.5170489308098
166,2018-05-16 20:33:40.429,-0.0075591064173695195,0.001118222051492145,712.0120573871171
167,2018-07-25 18:10:34.533,-0.023968994760526097,0.015005700295362977,-1723.2375292436595
168,2018-08-14 21:39:54.715,-0.008478573803479883,0.016753293214630177,-1803.6166013453303
169,2018-08-08 14:38:37.503,-0.024182239368850514,0.023061935004222406,-1805.0286096522873
170,2019-06-27 09:14:36.833,-0.03101441192413846,0.09080995109660124,-1468.701871773976
171,2019-10-18 02:07:39.561,-0.04766406878691739,0.10040215522464402,-1332.3922409086038
172,2019-08-10 10:32:28.808,-0.01591824806113836,0.0765986610427357,-1406.1878355154968
173,2019-07-07 22:13:00.729,-0.034759246760462985,0.09458040936531706,-1438.1558382508726
174,2019-08-05 14:30:03.398,-0.05609603237185472,0.11205707074659127,-1404.0538606603673
175,2019-09-07 05:47:58.642,-0.04256504773504785,0.09443105335119185,-1378.0229689758735
176,2019-08-25 11:08:27.123,-0.036319822500044154,0.08825516717437729,-1389.7232816866654
177,2019-06-18 13:55:11.458,-0.04027434995981499,0.08114507712566366,-1461.7283185266833
178,2019-05-16 05:42:10.256,-0.04170130714852806,0.07524946256655303,-1509.0925739146742
179,2019-07-06 05:41:28.622,-0.03288984310072263,0.08708538313900412,-1448.9406980426193
180,2020-08-18 11:01:18.291,-0.025266235244554843,0.12048693519004708,-1095.2207621271655
181,2020-06-08 19:47:51.041,-0.03204828149707984,0.12678203143259506,-1132.3040928538396
182,2020-09-08 04:10:27.122,-0.03371835450740441,0.12726061997873978,-1050.5300366364586
183,2020-05-15 15:24:35.885,-0.03151284216937299,0.11494233316318726,-1142.8810558283924
184,2020-06-17 06:23:58.560,-0.029227594691713255,0.12385480952398346,-1109.694606431285
185,2020-09-16 22:17:00.530,-0.028081327127848086,0.11683401527539047,-1056.2761356444819
186,2020-06-06 00:09:29.879,-0.04089008958545763,0.1146397508787231,-1127.0075029251386
187,2020-08-20 02:23:28.369,-0.0335951572658843,0.12174433398863824,-1064.4313492956212
188,2020-07-31 18:33:49.816,-0.030564912366601086,0.12758460736098334,-1079.3660849216901
189,2020-10-07 03:22:33.879,-0.027626013770138007,0.12630151823455293,-1035.0228373494579
190,2021-06-18 07:22:50.399,-0.01909526361265028,0.15260161023991828,-871.3416245100722
191,2021-05-16 04:11:48.520,-0.021048376579263537,0.14131449887833117,-887.7012047673607
192,2021-09-05 12:25:18.500,-0.048394878943879054,0.16795606118746625,-899.2336893079148
193,2021-09-11 17:58:06.916,-0.03707759965256806,0.1833009928303404,-852.0034482128812
194,2021-10-04 12:32:05.133,-0.02685813267809488,0.15707959981210068,-828.2922452963936
195,2021-10-08 13:52:28.740,-0.023100295968831747,0.15608877908403684,-824.5839250515718
196,2021-05-07 10:37:09.330,-0.024184183863905917,0.14562346418327896,-909.7319349555369
197,2021-06-13 10:47:07.664,-0.02127207087568273,0.14273349159473042,-899.0268888887746
198,2021-08-16 15:46:12.243,-0.017020491108520257,0.14332579012639315,-836.490041968404
199,2021-10-11 10:33:22.197,-0.022191330477514128,0.15049622224704365,-829.8107789985099
200,2022-10-11 15:13:46.884,-0.015107894177689662,0.17200942113778958,-643.7285625542871
201,2022-08-06 13:29:22.874,-0.013552432725285503,0.1592205851639359,-698.4066786181338
202,2022-10-05 19:55:38.449,-0.010275670420976844,0.15868620571314046,-652.3688745425153
203,2022-08-20 19:39:18.704,-0.0034677143691586813,0.16326356161098063,-670.4857098556074
204,2022-07-09 13:58:30.306,-0.007943079366577881,0.16721782326704812,-696.5063335476696
205,2022-07-25 16:44:52.772,-0.017225029963927725,0.1586129263904502,-700.0270946166015
206,2022-08-14 13:31:46.279,-0.007849080095654068,0.16186869901438036,-646.9299234930155
207,2022-08-05 08:51:29.896,-0.007782597600277119,0.16518976300710855,-683.6623587628477
208,2022-10-07 14:32:26.437,-0.014786080634488979,0.16473690467343916,-655.1620794767791
209,2022-10-06 08:31:41.708,-0.010061053903492495,0.16778610912251468,-629.5468410646371
210,2023-07-10 09:35:26.771,-0.010017823774528468,0.17958442116731443,-523.8281051087721
211,2023-10-13 19:57:45.665,0.04242391939086039,0.20128894788792648,-494.12154374334244
212,2023-06-03 07:22:18.316,-0.003520549722005462,0.1725158905662919,-557.4458682610777
213,2023-05-26 07:27:26.754,-0.008945610642186264,0.1764952812624671,-540.6202964256529
214,2023-05-27 18:42:53.911,-0.00563988264094059,0.1723894612080291,-545.2090679611695
215,2023-07-29 00:00:58.546,0.0010239431015166755,0.1692501734913916,-506.3534112674891
216,2023-05-08 17:08:10.879,0.0018553214722913402,0.16464489980306546,-563.9354587098369
217,2023-10-11 06:20:26.747,0.0036770137024183507,0.1698148070716044,-493.72085358965955
218,2023-09-20 23:20:40.209,0.004299313191368125,0.18459881754151544,-503.1824858079172
219,2023-05-07 14:55:13.745,-0.006990194342506768,0.17201190156733617,-557.8472569350863
